id,title,description,url
86,developing a national strategy for rural canada,"following a rural research workshop, attendees collaborated in order to develop a national strategy for rural canada.",https://participedia.net/case/86
87,"""porto le mie idee"" participatory planning in carrara, italy",“porto le mie idee” was a citizen-led initiative for those living in marina di carrara to adapt a new water-front construction project to the needs of the community. participation was extensive and recommendations resulting from the workshops were heard by the mayor.,https://participedia.net/case/87
88,recife participatory budgeting,"recife, brazil has used a three-pronged participatory budgeting scheme since 2001 to allow citizens to engage in democratic-decision making as it relates to the allocation of resources in their city, with increasing participation levels over time.",https://participedia.net/case/88
89,integrazione project on roma settlement in italy,"integrazione was a deliberative process to foster integration of roma settlements in italy by engaging communities in policy formulation, promoting social empowerment and dialogue between communities, and changing political and personal opinions.",https://participedia.net/case/89
90,"public debate on the living will (turin, italy)","this mini-public (dibattito pubblico sul testamento biologico) was supported by tuscany region, turin and florence municipality. it aims were to debate and vote on the living will in its various aspects.",https://participedia.net/case/90
93,no a la costanera norte,,https://participedia.net/case/93
94,"participatory budgeting in saione, italy","the district of saione launched a participatory budgeting exercise called “proponiamo insieme, decidiamo insieme"" (""proposing together, deciding together”). the project lasted from july 2009 to december 2009. the resulting budget was drafted according to the citizens' request.",https://participedia.net/case/94
96,"""together we design acque chiare park"" participatory planning (reggio emilia, italy)",,https://participedia.net/case/96
97,"collaborative planning in pistoia, italy: ""sbertoli villas and the city""","“sbertoli villas and the city” (le ville sbertoli e la città) was a participatory process that involved citizens, local associations, and professional associations in a public debate to determine the future of the sbertoli villas and the green system surrounding the city asylum.",https://participedia.net/case/97
98,"participatory budgeting in san marcello pistoiese, italy","san marcello pistoiese's participatory budgeting initiative, ""facciamo i conti...insieme"" engaged citizens in the deliberative and decision-making processes of determining investment priorities.",https://participedia.net/case/98
100,grenoble neighbourhood councils (conseils de quartier) 2002-2014,"france mandates the use of neighbourhood councils in all large cities. councils serve as purely consultative bodies and do not have the power to directly change policy. due to its success, grenoble's council system was replaced with a more empowered version in 2014. ",https://participedia.net/case/100
101,"participatory urban planning in ospizio district (reggio emilia, italy)",,https://participedia.net/case/101
102,"“partecipappennino”: participatory socio-economic multi-year plan in tuscan-emilian apennine national park, italy","the tuscan-emilian apennine national park set up a participatory process to involve local residents in formulating the “piano pluriennale economico e sociale per la promozione delle attività compatibili"" (socio-economic multiyear plan for the promotion of compatible activities).",https://participedia.net/case/102
103,"neighbourhood recovery programme ""quiero mi barrio"" (chile)","to improve the quality of life of socially vulnerable neighbourhoods in chile, the ""i love my neighbourhood"" (""quiero mi barrio"" in spanish) neighbourhood recovery programme was implemented in 2006, involving local actors in reconstructing their physical and social environments.",https://participedia.net/case/103
104,"""io conto"" (""i count”): participatory budgeting in arezzo, italy","participatory budgeting in arezzo enabled citizens to participate in allocating local resources for green areas and public works, aiming to improve citizens' knowledge of local administration and promote a sense of community and shared responsibility.",https://participedia.net/case/104
105,"participation days in angers, france","in 2011, participation days in the french city of angers involved two days of themed workshops for participants to discuss civic projects in their city with public officials and experts.",https://participedia.net/case/105
107,"'la bottega del futuro' workshop in casamassima, italy","a future workshop in casamassima, italy enabled citizens from various sectors to engage in public debate and deliberation on themes of wellness and quality of life; environment; innovation, culture, and knowledge; and economy and labour.",https://participedia.net/case/107
108,the alta valle del solano community map,,https://participedia.net/case/108
109,la reina sustainable development project (chile),"participatory urban projects were developed in the la reina commune of santiago, chile with a focus on sustainable development, thereby engaging local stakeholders in consultative processes on municipal management and the use of public spaces.",https://participedia.net/case/109
110,"yungay's establishment as a national heritage site (zona tipica, chile)",residents in defence of yungay neighbourhood opposed the municipality's urban development project and mounted a campaign to preserve the neighbourhood's historic and cultural heritage by having it recognized as a national heritage site (zona tipica),https://participedia.net/case/110
111,south east ontario citizens' reference panel on the integrated health services plan,the objective of the citizens’ reference panel was to help the south east local health integration network (se lhin) set priorities by drawing upon recommendations from a panel comprised of residents of south east ontario. ,https://participedia.net/case/111
112,"""progettiamo insieme la nostra piazza"": participatory town planning in montale, italy","citizens deliberated on the renovation of public squares in montale, italy, taking different perspectives into account, including those of minorities and disabled individuals. the result was a successful participatory decision to make some major construction modifications.",https://participedia.net/case/112
113,"""il padule che vorremmo"" (the wetland we want) public engagement in ponte buggianese, italy",the italian municipality of ponte buggianese engaged various stakeholders and citizens living near the fucecchio wetland in order to collaboratively plan sewage treatment system improvements and guidelines for the development of the wetlands. ,https://participedia.net/case/113
114,"""cisternino 2020"" participatory planning workshop in livorno, italy","in january 2008, the municipality of livorno decided to experiment with an innovative type of decision-making process concerning the renewal and the future use of the 'cisternino', an ancient building historically used for water supply. ",https://participedia.net/case/114
115,"now we do the math ""ora facciamo i conti"": italy’s first deliberative poll",the regione lazio held the first deliberative poll® ever conducted in italy to get the views of 150 randomly selected citizens about difficult budget choices facing the region.,https://participedia.net/case/115
117,the district of columbia neighbourhood action initiative,,https://participedia.net/case/117
118,"“let’s turn the table!” participatory budgeting (marghera, italy)",,https://participedia.net/case/118
119,"""il paesaggio partecipato"": participatory landscape design in scansano, italy","participatory landscape design was implemented in scansano, italy to promote awareness on the identity and economic issues that the area was facing as well as to engage the local population in contributing to addressing those issues.",https://participedia.net/case/119
120,youth participatory budgeting in colle di val d'elsa,"the first participatory budgeting event in colle di val d'elsa, italy occurred in november 2009, when young residents were engaged in the democratic and educational process of allocating municipal resources to their preferred youth-centred projects.",https://participedia.net/case/120
121,"participatory planning workshop ""belvedere-parco giardino campagna"" (zola predosa, italy)",,https://participedia.net/case/121
122,"public participation in land use planning in bounconvento, italy","a participatory process was initiated by the municipality of buonconvento in tuscany, italy to engage citizens in proposing updates to the town's structural plan. the local administration committed to taking into account the proposals or explaining why they departed from them.",https://participedia.net/case/122
123,"participatory market redesign ""laboratorio mercato"" (bologna, italy)",,https://participedia.net/case/123
124,german social democratic party (spd) online forum 2011,"to open up the social democratic party (sdp) to democratic participation, they invited germans to contribute to their policy on digital society, which would become part of their federal election platform, via the internet.",https://participedia.net/case/124
125,"""idee in piazza"" (ideas in the square) in figline valdarno, italy",a participatory project was led by the italian municipality of figline valdarno to engage citizens in formulating ideas for reorganizing the market square.,https://participedia.net/case/125
126,citizens at work: engaging for prosperous communities,"given the importance of civic learning, kettering’s workgroup convened citizens at work: engaging for prosperous communities, a project involving workshops and exchange of insights between a group of organizations whose work supports experiments in public engagement.",https://participedia.net/case/126
127,public engagement in five colorado school communities,,https://participedia.net/case/127
128,uniontown cares: auburn university's role in community building,"auburn university set out to assess the civic health of uniontown and to engage the community by creating a representative focus group of residents to deliberate on local issues. citizens have utilized this new public space to identify and take ownership of community problems.
",https://participedia.net/case/128
129,"participatory transportation planning ""buona mobilità"" (emilia-romagna, italy)",,https://participedia.net/case/129
130,icelandic national forum 2010,the national forum was a deliberative event involving 950 icelanders in the drafting of a new constitution. the forum was part of a larger drafting process created in response to the 2008 economic collapse and subsequent loss of faith in public institutions. ,https://participedia.net/case/130
131,icelandic constitutional assembly 2011,a body of 25 appointed icelandic citizens charged with drafting a new constitution following the 2009 national assembly and 2010 national forum. the constitutional assembly's proposals passed a referendum but failed to be adopted in parliament.,https://participedia.net/case/131
132,"participatory urban planning in saione, arezzo, italy",community members and local government representatives collaborated on an urban planning project to identify needs and priorities for regenerating the saione district. the process promoted active citizen participation and helped to rebuild trust and belonging.,https://participedia.net/case/132
133,maledetti paduli: participatory landscape planning in southern italy,,https://participedia.net/case/133
134,"this is a plaza (madrid, spain)",,https://participedia.net/case/134
135,"referendum on the ""lange wapper"" viaduct in antwerp, belgium","a referendum on a controversial traffic viaduct in antwerp. the route gained only 41% support but, due to lower voter turnout, the results were contested and a new construction plan was drawn up. ",https://participedia.net/case/135
136,"uzzano - ""a school for all""",,https://participedia.net/case/136
137,"participatory capital investment program (kavaja, albania)",,https://participedia.net/case/137
138,"participatory renovation of bovio square (piombino, italy)","to engage residents in the process of renewing piombino's municipal square, a social and cultural centre in the italian city, a series of workshops, assemblies, and information sessions were used.",https://participedia.net/case/138
139,quartiere compagnoni - participatory planning workshop 2005,,https://participedia.net/case/139
140,"participatory renovation of ciompi square (florence, italy)","the municipality of florence initiated a participatory project to engage citizens on the renovation of the sant’ambrogio/ghiberti area of the city. local government decided to implement the outcomes of the project, but this act was blocked after a change in the local administration.",https://participedia.net/case/140
141,mazara del vallo- strategic plan,,https://participedia.net/case/141
142,reggio emilia: citizenship agreement toschi street – san carlo street,,https://participedia.net/case/142
143,revitalizing livorno's northern suburbs,,https://participedia.net/case/143
144,"amiata grossetano: sustainable lifestyle (castel del piano, italy)","a series of discussions and deliberations oriented towards encouraging more sustainable habits and lifestyles. after the project's conclusion, many participants were better informed about sustainability issues and ready to accept the proposals generated in the meetings.",https://participedia.net/case/144
386,european citizens' initiative,,https://participedia.net/case/386
398,living voters guide,,https://participedia.net/case/398
419,"food, faith, and health disparities summit nyc","the food, faith, and health disparities summit was an all-day deliberative event between residents, officials, and experts from new york's five boroughs. the summit was part of a wider dialogue-to-change initiative to build a healthy food system in the city. ",https://participedia.net/case/419
432,new high-speed railway line (lgv) paris - lyon,,https://participedia.net/case/432
433,participation active youth policies,,https://participedia.net/case/433
434,"representative town meeting in amherst (massachusetts, usa)","amherst's representative town meetings were both consultative and legislative. elected representatives had the power to vote on municipal legislation while unelected members of the public were free to propose agenda items, attend and speak on proposed measures.",https://participedia.net/case/434
438,"what's next california? deliberative poll (torrance, california)","what's next california's deliberative poll introduced californians, who were unhappy with government priorities, to the deliberative process while also determining for officials the opinions of californians on relevant issues. significant changes in public opinion resulted.",https://participedia.net/case/438
439,"town center (north brunswick, new jersey)",,https://participedia.net/case/439
440,strong starts for children new mexico,"strong starts for children (ssfc) in albuquerque, new mexico, usa, was a citizens' deliberation with the aim of ameliorating childhood education for marginalized and underserved youth.",https://participedia.net/case/440
443,"national performing arts convention, taking action together (denver, colorado)",,https://participedia.net/case/443
445,"redesigning onondaga lake (syracuse, new york)",the onondaga lake citizens’ participation plan was designed to ensure that stakeholders could participate in the process of designing and implementing a cleanup of lake onondaga.,https://participedia.net/case/445
446,san antonio participatory budgeting,,https://participedia.net/case/446
449,law-making 2.0 by wikivote (russia),,https://participedia.net/case/449
450,national citizens' technology forum (usa),,https://participedia.net/case/450
451,shaping america's youth 21st century town meetings on child obesity,shaping america's youth organized a series of town meetings in order to engage families and communities in the process of deliberating on solutions and barriers to improving the health and nutrition of youth.,https://participedia.net/case/451
454,"agenda for social development in san pedro, mexico","consultative process to generate the agenda for the social development of the municipality of san pedro garza garcía nuevo león, mexico.",https://participedia.net/case/454
456,the las brisas citizen action project,"this participatory project was undertaken by a team of researchers to stimulate a citizen action project (pac) in las brisas, mexico, allowing citizens to engage with issues affecting their community, successfully leading to the implementation of security-related ideas.",https://participedia.net/case/456
460,"ecocity (trinitat nova, barcelona, spain)",,https://participedia.net/case/460
461,advancing the future for adults with autism: national town hall meeting (united states),,https://participedia.net/case/461
462,a deliberative poll on education policy in northern ireland,"a deliberative poll where parents in omagh, northern ireland were involved in small group discussions on educational policy adjustments in order to improve educational enrollment. the deliberative process contributed to changing perceptions among participants.",https://participedia.net/case/462
463,pittsburgh's citizen participation plan,,https://participedia.net/case/463
464,"the use of machizukuri after the 1995 earthquake (kobe, japan)","machizukuri, a town or community-building process, was used as part of the kobe rehabilitation process after the 1995 earthquake to engage citizens in deliberation, information sharing, and collaborative urban planning.",https://participedia.net/case/464
465,let the people speak: new jersey citizens’ tax assembly (united states),,https://participedia.net/case/465
466,rafaela strategic agenda,,https://participedia.net/case/466
467,bike plan hawaii (united states),,https://participedia.net/case/467
468,"adoption of local agenda 21 in forli-cesena (emilio romagna, italy)","adopted in forli-cesena, agenda 21 is a un project aimed at creating a list of actions which is both responsive to current development needs and sustainable for future generations.",https://participedia.net/case/468
469,new york participatory budgeting pilot (2012-2013),participatory budgeting was implemented in new york city for the 2012-2013 fiscal year in order to introduce greater transparency and citizen engagement in the decision-making process.,https://participedia.net/case/469
470,"our budget, our economy (united states)",,https://participedia.net/case/470
471,"traffic congestion (washington, dc, usa)",,https://participedia.net/case/471
473,villa el salvador participatory budgeting (peru),,https://participedia.net/case/473
475,“the auckland plan” participatory urban planning (new zealand),,https://participedia.net/case/475
481,formosa - formoseño model forest,,https://participedia.net/case/481
483,"north bethany subarea plan (bethany, oregon)",,https://participedia.net/case/483
485,g1000 (belgium),"implemented to revitalize belgian representative democracy by complementing it with deliberation, g1000 belgium involved a citizens' summit where citizens engaged in large-scale deliberation of relevant issues before elaborating on the ideas in subsequent phases of discussion.",https://participedia.net/case/485
486,globplex: global e-society complex,,https://participedia.net/case/486
487,"imagine philadelphia: laying the foundation (philadelphia, pennsylvania)",,https://participedia.net/case/487
489,"participatory budget, córdoba (spain)",,https://participedia.net/case/489
491,"participating budget, freiburg (germany)",,https://participedia.net/case/491
497,local planning and participatory budgeting in medellín (colombia),,https://participedia.net/case/497
498,"participatory budgeting in rafaela, argentina","the citizen budget for participatory management was implemented in rafaela starting in 2008 to improve local governance, the articulation, innovation and consensus of institutional frameworks, to increase levels of trust in the public sector, and encourage civic participation.",https://participedia.net/case/498
499,"beautiful is possible: landscape town meeting in tuscany, italy","after having adopted a landscape plan, including territorial safeguards, the region of tuscany intended to have a public debate with citizens and professional, scientific, and field experts before final approval of the plan, on the basis of their participatory laws (l.r.69/2007).",https://participedia.net/case/499
500,"brownfield cleanup program, kips bay fuel terminal site (new york city, new york, usa)",,https://participedia.net/case/500
502,"public debate on gronda highway project in genoa, italy","the genoa bypass project, known as the “gronda di genova”, was promoted by autostrade per l’italia s.p.a. to overcome the congestion of the highway system.
a complex process of public debate and interaction with the territory was used to develop the design.",https://participedia.net/case/502
503,"autonomous city of buenos aires, participatory budget",,https://participedia.net/case/503
504,"fortaleza, participatory budgeting",,https://participedia.net/case/504
506,"leefbaarheidsbudget participatory budgeting (utrecht, netherlands)","utrecht engages citizens in the democratic decision-making process of how to allocate resources from their leefbaarheidsbudget, or 'livability budget' hoping to increase public ownership over their own environment; public participation has successfully grown over time.",https://participedia.net/case/506
507,"regional strategy for development and citizen dialogues in the los ríos region, chile",this case details the main and first planning instrument for the young los ríos region.,https://participedia.net/case/507
508,"illapel, participatory budgeting",,https://participedia.net/case/508
509,multi-option referendums: the cases of puerto rico and newfoundland,this case details two multi-option referendums relating to state independence.,https://participedia.net/case/509
511,montevideo uruguay participatory budget,,https://participedia.net/case/511
515,bicycle activism in bucharest,"in bucharest, a growing number of city dwellers are fighting for bicycle rights and bicycle-friendly infrastructure. supporters began self-organizing in the mid 2000’s and have become a powerful presence in the urban landscape, using strategies of protest and mobilization.",https://participedia.net/case/515
519,decision-making during occupy vancouver: the general assembly and consensus development,,https://participedia.net/case/519
531,community conservation agreement,,https://participedia.net/case/531
534,october 15 movement,,https://participedia.net/case/534
542,japanese consensus conference on genetically modified crops,"the 2000 japanese consensus conference saw a group of randomly-selected citizens hear from both expert and lay panels, deliberate, and present recommendations to government regarding the risks and use of genetically modified food.",https://participedia.net/case/542
546,participatory decentralization in montevideo,,https://participedia.net/case/546
548,"year of civil discourse on israel - bay area, california",,https://participedia.net/case/548
550,"a budget with your ideas (reggio emilia, italy)","to promote citizen engagement and interest in municipal affairs, the italian municipality of reggio emilio implemented participatory budgeting.",https://participedia.net/case/550
558,"together down the good road (forte dei marmi, italy)","in the italian municipality of forte dei marmi, ""together down the good road"" (""insieme sulla buona strada"") was a participatory initiative to engage residents in meetings and deliberation on relevant issues facing the city, namely traffic, trash collection, and water management.",https://participedia.net/case/558
573,federal community cabinets (australia),"originating in queensland, australia, community cabinets spread throughout the country as a means to engage citizens in democratic processes of consultation on regional policies and priorities. support for the initiative has waned with reductions in federal funding.",https://participedia.net/case/573
588,"participatory project to redesign the ex-farmer's market in bologna, italy","this project engaged the public in planning how to redesign the old farmer's market in bologna, in order to improve its use and enhance the urban environment.",https://participedia.net/case/588
593,oregon citizens' initiative review on measure 73: mandatory minimum criminal sentencing,"a review of a state-wide ballot initiative on mandatory minimum criminal sentences. using oregon's unique system of citizens' initiative review, participants deliberated for several days to deliver an informed judgement which was circulated to state ballot voters.  ",https://participedia.net/case/593
597,oregon citizens' initiative review on measure 74: regulated distribution of medical marijuana,"a review of a state-wide ballot initiative on the regulated distribution of medical marijuana. using oregon's unique system of citizens' initiative review, participants deliberated for several days to deliver an informed judgement which was circulated to state ballot voters.  ",https://participedia.net/case/597
601,"commonground: ""the first five years"" a dialogue on early childhood in new mexico","the 3-year commonground initiative informed and engaged citizens on the challenges and opportunities regarding early childhood development and education. through dialogues and capacity-buidling/action planning, new policies were developed in collaboration with civic leaders. ",https://participedia.net/case/601
604,"the burning man festival: art, participation, and collective organization",,https://participedia.net/case/604
609,citizens' dialogues during the royal commission on the future of health care in canada (2002),"as part of its public inquiry into the health care system, the royal commission conducted a 12-session, nation-wide ""citizens' dialogue on the future of health care in canada"". insights and responses from the public influenced the final report's recommendations. ",https://participedia.net/case/609
617,gamba patient and citizen panels,,https://participedia.net/case/617
619,"the inner belt crisis: “unpaving the way” with diversity and professional expertise (boston, massachusetts)",,https://participedia.net/case/619
630,citizens’ dialogue on public health goals in canada (2005),"motivated by desire for a pan-canadian health strategy, the 2005 citizens' dialogue on public health goals was intended to allow citizens to engage in learning in order to deliberate and provide input on canada's goals for improving public health.",https://participedia.net/case/630
633,"alternative university project (montreal, canada)",,https://participedia.net/case/633
634,"northumberland hills hospital’s collaborative budget strategy 'shared challenge, shared solution'","'shared challenge, shared solution' was a public engagement process using a citizens’ advisory panel to provide recommended service changes to balance the hospital's budget. the cap's recommendations were accepted by the local health authority without amendment.",https://participedia.net/case/634
636,our health. our perspectives. our solutions: citizen engagement on new brunswick's health system,"the first large-scale citizen engagement initiative undertaken by the new brunswick health council (nbhc), the three-phase process attracted over 300 participants and provided recommendations to health system partners on what is required to build a citizen-centred health system.",https://participedia.net/case/636
642,"deliberative poll on korean reunification (seoul, south korea)","on saturday august 11, 2011, a stratified random sample of 193 residents of seoul and its surrounding metropolitan area gathered to discuss the korean unification issue, including the conditions, timing, and consequences of reunifying the two koreas.",https://participedia.net/case/642
