id,title,description,url
173,end to end auditable voting systems,"end to end (e2e) auditable voting is a method allowing voters to trace their ballot through the process to ensure it is counted correctly, and allows anyone to verify that ballots were counted accurately without compromising anonymity.  ",https://participedia.net/method/173
174,world social forum,"the world social forum is an open process developed in opposition to the closed, elitist meetings of state-leaders and capitalists such as davos. the forum structure is open, allowing for the participation of all affected parties on issues of international importance. ",https://participedia.net/method/174
177,delegated voting,,https://participedia.net/method/177
179,pop-up,"technically speaking, the 'pop-up' technique can be used to implement any kind of project where temporality and spontaneity are deemed advantageous. the practice is widespread in retail and restaurant industries but is applicable to any participatory event or initiative. ",https://participedia.net/method/179
180,cabildo abierto,"cabildo abierto translates as ""open town council."" it is a form of deliberative meeting that has used in south and central america beginning in the 16th century. ",https://participedia.net/method/180
181,socratic cafés,"the socratic café (also known as socrates café) is a democratic discussion forum based on the more commonly known socratic method, which focuses its intentions on being an open system that allows for philosophical questioning.",https://participedia.net/method/181
182,deliberation day,,https://participedia.net/method/182
183,crowdsourcing,"crowdsourcing is a phenomenon in which an organization calls upon both professionals and amateurs to help solve a problem, design a product, or analyze large amounts of data at a lower cost and often greater quality and speed than through conventional research.",https://participedia.net/method/183
184,conversation cafés,"conversation cafés are openly hosted conversations designed to engage participants in stimulating dialogue on relevant societal issues, thereby allowing them to express and develop informed opinions in a mutually respectful way.",https://participedia.net/method/184
185,robert's rules of order,"robert's rules of order combine majority rule and respect for minority opinion as a means of facilitating inclusive and efficient deliberative processes. in order to do so, the tool’s rules ensure equal speaking opportunities from all sides.",https://participedia.net/method/185
186,washington state initiative process,washington state uses the initiative process which gives direct power to the voters to enact new laws or change existing ones effectively allowing the electorate to place legislation on the ballot so long as they meet certain criteria.,https://participedia.net/method/186
187,kgotla (botswana public assembly),"kgotla meetings were large tribal assemblies that were used by tswana chiefs in botswana to discuss important issues, policies and legislation with their subjects. ",https://participedia.net/method/187
188,dialogue-to-change (study circles),"a community engagement method which emphasizes small group deliberation to address relevant issues of public concern, study circles involve regularly scheduled facilitated meetings of diverse participants.",https://participedia.net/method/188
189,local democracy week (europe),the local democracy week is an annual process of events held in europe to foster local and national participation. ,https://participedia.net/method/189
190,court jury procedure,a law court or 'petit' jury (hereafter 'jury') is a randomly selected group of citizens of a country sworn in to participate in deliberation for the rendering of a verdict on behalf of the government. ,https://participedia.net/method/190
191,direct democracy,"direct democracy broadly refers to the unmediated engagement of citizens in government or in governing themselves. direct democratic instruments in modern democracies include referendums, plebiscites, and citizens' initiatives.",https://participedia.net/method/191
194,demarchy,"demarchy, or lottocracy, involves randomly-selected decision-makers who are chosen from an inclusive group of citizens to form a government, and make policy decisions.",https://participedia.net/method/194
196,liquid democracy,"""liquid democracy combines the advantages of direct democracy and representative democracy and creates a truly democratic voting system that empowers voters to either vote on issues directly, or to delegate ones voting power to a trusted party"" [1]",https://participedia.net/method/196
197,organizational learning,"organizational learning is a method whereby organizations obtain and transfer knowledge, often via experiential learning.",https://participedia.net/method/197
387,petition,"broadly speaking, a petition is an appeal for the redress of grievances sent to an authority, often a government. the right to petition the government is a constitutional right in most modern democracies. ",https://participedia.net/method/387
428,magic roundtables,magic roundtables are a deliberative technique used to encourage equal participation on one or more issues. ,https://participedia.net/method/428
441,airesis social network for e-democracy,"aireses is an online open-source platform that promotes e-democracy by offering numerous organizational and methodological tools for communicating, collaborating, and participating in direct democracy. ",https://participedia.net/method/441
448,wikivote ,,https://participedia.net/method/448
457,community-based participatory research,"community-based participatory research (cbpr) is a method that involves collaboration between government authorities, experts, and local citizens in order to solve complex issues that they are facing.",https://participedia.net/method/457
459,community service-learning,"community-service learning is a method involving experiential education for students to develop social and civic responsibility, make practical connections to theoretical course material, and learn leadership skills while contributing to their community.",https://participedia.net/method/459
514,echo ,"designed to address individual political apathy, echo is an open-source project intended to encourage active citizen participation by allowing them to jointly engage in democratic decision-making.",https://participedia.net/method/514
518,spokes council,"the spokes council model is a structured, democratic process used within organizations and protest movements including the zapatistas, chaipas, the women’s movement, and anti-nuclear movement.",https://participedia.net/method/518
520,workers' council,a workers’ council is a method of governance by workers of themselves where selected delegates are sent to represent them either through direct positions of leadership or through communication with those in positions of power or management. ,https://participedia.net/method/520
521,votermedia,"votermedia is an incentive structure for encouraging public interest media to develop, to flourish and to cover issues that matter to a voter community.",https://participedia.net/method/521
529,scenario workshop,"scenario workshops involve a group of citizens interacting with other participants to exchange knowledge, experience, develop common visions, debate, provide criticism and produce a plan of community action for potential future developments [3].",https://participedia.net/method/529
530,model united nations,"model un is an educational simulation of the united nations which aims to enable students to become more engaged in and knowledgeable of international political issues and the un while developing their communication, deliberation, leadership, and debate skills.",https://participedia.net/method/530
538,habitat conservation planning in the u.s.,section 10 of the esa is a legislative tool which allows public and private entities to undertake a variety of activities such as land development and construction if their habitat conservation plan is approved by the us fish & wildlife services and after public comment. ,https://participedia.net/method/538
560,deliberation,the term deliberation describes a communicative process with the goal of finding solutions to given problems. definitions of deliberation vary greatly.,https://participedia.net/method/560
565,survey,"a survey is a tool used to gather information from a given population. generally, a survey comprises a collection of questions or statements requiring a response from participants. surveys can be used to collect background information or gather opinions.",https://participedia.net/method/565
566,q&a session,"q&a sessions are often held during deliberative events to allow participants to gain knowledge from experts, officials, and others knowledgeable on the topic under discussion. most q&a sessions are moderated and some may use technological assistance.",https://participedia.net/method/566
580,real time voting,"real time voting is a proposed method of direct democracy whereby voters can represent themselves online, thereby increasing accountability. ",https://participedia.net/method/580
592,oregon citizens' initiative review,the oregon citizens’ initiative review (cir) is a randomly-selected citizens’ jury whose participants deliberate about a ballot initiative.,https://participedia.net/method/592
598,choicework dialogue™ (viewpoint learning),"a trademarked, structured, and facilitated method of face-to-face, in-person deliberation in which a representative sample of approximately 40 citizens deliberates for 8 hours about a policy issue. ",https://participedia.net/method/598
622,community organizing,"community organizing generally involves those local residents coming together into an inclusive, accessible organization to pursue shared goals. ",https://participedia.net/method/622
627,term limits,term limits are a defined maximum amount of time that a person can be in any representative office for any reason.,https://participedia.net/method/627
629,constitution,a constitution is the top-most governing document of an organization. it defines the various types of autonomy (the roles) people have. ,https://participedia.net/method/629
631,canadian policy research networks' citizen dialogue,"in citizen dialogue, a randomly selected sample of about 20 citizens is informed on a policy issue via written briefing materials, and then meets for one or two day-long structured, moderated sessions of small group discussion with the results being relayed to policymakers.",https://participedia.net/method/631
635,citizens' reference panel,"a citizens' reference panel is a voluntary public jury for randomly-selected participants to deliberate over a series of meeting, collaborating on policy advice to offer their elected officials.",https://participedia.net/method/635
639,representative town meeting,"representative town meeting is a method of participatory self-government common at the local level in new england. originating in new england's congregationalist churches, these meetings aim to engage local citizens in more direct legislative processes.",https://participedia.net/method/639
650,noddr.de,noddr.de is a free online software tool designed for users to offer suggestions as well as deliberate and vote on proposals.,https://participedia.net/method/650
688,consensus,a consensus is an outcome resulting from participants developing and agreeing on a solution to a given issue through open deliberation oriented towards the best interest of the group as a whole. ,https://participedia.net/method/688
727,citizen conferences,"citizen conferences involve randomly-selected participants deliberating and providing policy recommendations to a government entity, which can then implement the suggestions to better address their citizens' concerns.",https://participedia.net/method/727
733,online consultations,"online consultations or e-consultations refer to an exchange between government and citizens using the internet. online consultation consists in using the internet to ask a group of people their opinion on one or more specific topics, allowing for trade-offs between participants.",https://participedia.net/method/733
794,strike,strikes are a method used by labour unions and employees to pressure employers and government authorities to address their grievances before they return to work.,https://participedia.net/method/794
799,delphi method,the delphi method is used to promote participation and consensus through iterative anonymous surveys from stakeholders and experts. it allows the sharing of alternative views on an issue in order to reach an optimal solution while lessening psychological bias.,https://participedia.net/method/799
855,zilino,"zilino is an online tool for ""hosting high-quality online forums and other types of intentional, well-designed, well-facilitated and outcome-oriented participatory processes.""",https://participedia.net/method/855
985,stakeholder group process,the multistakeholder group process is a very broad category of participatory method and is generally used to describe processes which seek to consult those with a direct stake in a proposal such as the drafting of a new law or the planning of a new urban area. ,https://participedia.net/method/985
1154,spiral - societal progress indicators for the responsibility of all,,https://participedia.net/method/1154
1257,deebase,,https://participedia.net/method/1257
1278,democs,"democs (deliberative meetings organised by citizens) is a deliberation technique which involves a card game in which participants are able to learn about and then discuss complex and technical scientific, political, and ethical issues.",https://participedia.net/method/1278
1587,québec city neighbourhood councils,"québec city hosts no less than 28 neighborhood councils, each of them being an independent legal corporation mandated to give advice to the city council and to initiate different projects in its area.",https://participedia.net/method/1587
1588,montreal citizens' right to initiate public consultations ,the right to initiate public consultations was adopted by the montréal city council and allows residents to petition the government to hold consultations on matters concerning the city or their borough. the right is enshrined in the city's charter of rights and responsibilities. ,https://participedia.net/method/1588
1692,dynamic facilitation,dynamic facilitation is a specific method for hosting deliberative dialogue in a way that creates psychological safety and thus encourages participants to engage creatively with differing perspectives.,https://participedia.net/method/1692
2840,charrette,a charrette is a method of collaborative design in which stakeholders deliberate on a project or issue in order to resolve conflicts and plan solutions.,https://participedia.net/method/2840
3431,direct representation (minimal coleman),"direct representation is a method offering a minimal set of activities to informally fuse aspects of direct and representative democracy, offering constituents a more authentic political conversation, and eliminating the need to await wider political reforms.",https://participedia.net/method/3431
4146,guide to evaluating participatory processes,,https://participedia.net/method/4146
4149,sociocracy,"sociocracy is a whole system design for organizational governance, which can be used for any group of individuals working toward a common goal.",https://participedia.net/method/4149
4175,effective number of issues (eni),"effective number of issue is a technique that permits direct and rigorous comparison of the efficiency of different participation methods, and of the same method in different contexts. ",https://participedia.net/method/4175
4206,agora ekklesia,agora ekklesia is a decision making process designed to fulfil fundamental human needs for participants in an assembly setting.,https://participedia.net/method/4206
4232,online deliberation,"online deliberation in the broadest sense encompasses all kinds of discursive online platforms. thus online deliberation can refer to communicative interaction via social media, in real time chats, in online forums, on blogs or comment sections. ",https://participedia.net/method/4232
4258,citizens’ assembly,"a citizens' assembly is a body of citizens who come together to deliberate on a given issue and provide a set of recommendations, options, or a collective decision to the convening body.",https://participedia.net/method/4258
4286,deliberatorium,"the deliberatorium is a web-based system that combines ideas from argumentation theory and social computing to help large numbers of people, distributed in space and time, combine their insights to find well-founded solutions for complex problems.",https://participedia.net/method/4286
4298,civic education,"civic education aims at giving citizens the tools, knowledge and, most importantly, the abilities for democratic engagement with each other. ",https://participedia.net/method/4298
4299,doparie,the ‘doparie’ is an intra-party deliberative referendum mechanism that is meant to improve the internal decision making process within parties in between elections.,https://participedia.net/method/4299
4304,election monitoring,election monitoring is the practice of watching or overseeing elections by an independent party in order to make sure all laws are followed. ,https://participedia.net/method/4304
4305,los angeles neighborhood councils,"to address perceptions of under-representation, los angeles incorporated neighborhood  councils, consisting of local citizens, to advise government officials on issues affecting their communities.",https://participedia.net/method/4305
4307,yanjin model of participatory budgeting,yanjin county's unique model of participatory budgeting is a process whereby citizens are given the opportunity to engage in the democratic decision-making process as it relates to allocating resources in their communities.,https://participedia.net/method/4307
4313,online voting,"online voting – or e-voting (electronic voting) – makes use of the internet, sms, or other digital services in order to cast a democratic vote.",https://participedia.net/method/4313
4314,democracyos,"with its open source software, democracyos allows citizens to engage in proposing, deliberating and voting on policy issues that are relevant to them, providing the opportunity to engage in democratic discussions.",https://participedia.net/method/4314
4317,"motiemarkt ""motion-market""","motiemarkt, literally translated means ""motion-market"" which reflects the unique rotational presentation structure of this participatory budgeting method. ",https://participedia.net/method/4317
4319,nepalese participatory budgeting and planning ,nepalese participatory planning is a unique method of participatory budgeting which emphasizes in-depth planning and maximal community participation so as to completely engage local citizens in the deliberative process of decision-making.,https://participedia.net/method/4319
4322,argentinian youth participatory district councils ,"in rosario, argentina, youth participatory district councils were elected in order to engage those involved in participatory budgeting to address their peer's local concerns, and to allow youth the opportunity to democratically evaluate projects.",https://participedia.net/method/4322
4324,democratic education,"democratic education infuses the learning process with these fundamental values of our society. democratic education sees young people not as passive recipients of knowledge, but rather as active co-creators of their own learning. ",https://participedia.net/method/4324
4327,citizen budget,"""citizen budget"" is an innovative online tool to improve public budget consultations. the customizable budget simulator is at the cutting edge of online engagement and educates residents about government services, budget tradeoffs and limits to government spending.",https://participedia.net/method/4327
4328,information and communications technologies (ict),"a broad range of tools and techniques emphasising the connective role of information technologies (it). icts require the integration between telecommunications, and computers which allows users to generate, store, transmit and manipulate information.",https://participedia.net/method/4328
4343,machizukuri,"machizukuri is a method of inter-community dialogue, aiming to build community capacity and cooperation between residents, while also encouraging engagement between community members and local government officials.",https://participedia.net/method/4343
4344,european citizens' initiative,"the european citizens’ initiative (eci) is a unique transnational political innovation developed in the european union in order to encourage participatory democracy, by allowing eu residents to propose legislation for consideration by the commission.",https://participedia.net/method/4344
4345,deliberative forum,"deliberative forums are a space in which an issue or problem is introduced in a manner that prompts thoughtful consideration and discussion so that a consensus may be achieved around the steps, approaches, or options available for its resolution. ",https://participedia.net/method/4345
4349,collaborative design,collaborative design methodology refers to a broad range of participatory engagement techniques which involve citizens in each stage of the process of a project's drafting and implementation.,https://participedia.net/method/4349
4352,pattern language,"this method involves groups of participants defining the key concepts about an issue and then organizing them into a shared language recognizable to the whole population, from lay person to politician to architect. ",https://participedia.net/method/4352
4357,the black sash model of community based monitoring (cbm),the 8-phase black sash cmb model empowers community-based organisations to use surveys and data collection for the effective oversight and monitoring of public services. the model help citizens claim and exercise their human and political rights.,https://participedia.net/method/4357
4380,collaborative planning,"collaborative planning is a participatory approach to design. from governance systems to architectural drafts, collaborative planning seeks to include as many stakeholders as possible. numerous facilitation techniques are used to encourage consensus and cooperation.",https://participedia.net/method/4380
4381,ecosystem-based management,ecosystem-based management (ebm) is a conceptual approach to governance that links human and ecological systems through adaptive management approaches.,https://participedia.net/method/4381
4395,public hearings of the federal supreme court (brazil),,https://participedia.net/method/4395
4400,public policy council (brazil),"public policy councils are permanent political-institutional structures linked to the administrative structure of the brazilian state, in its three government levels (union, states and municipalities) and related to a public policy area. ",https://participedia.net/method/4400
4413,the matrix vote,"the matrix vote is a voting technique involving a group designating particular team roles in a proportional government' it is designed to ensure fair and equitable power-sharing, particularly in situations characterized by conflict. ",https://participedia.net/method/4413
4419,reflect! online deliberation platform,"reflect! is an tool to structure deliberation online between small teams, and the platform is designed to support multi-scaled reflection and collaboration.",https://participedia.net/method/4419
4426,protest,"a protest (also called a remonstrance, remonstration or demonstration) is an expression of bearing witness on behalf of an express cause by words or actions with regard to particular events, policies or situations.",https://participedia.net/method/4426
4434,speed dialogue,"speed dialogue basically involves participants in a participatory process having 3-10 minutes to 'interview' or question a witness or panellist. this might be done in pairs, but usually takes place as part of small group deliberation. ",https://participedia.net/method/4434
4451,participatory arts,"participatory arts are forms of artistic expression which enable shared ownership of decision-making processes and often aim to generate dialogue, social activism, and community mobilization. thus, these arts offer a new medium for political participation.",https://participedia.net/method/4451
4467,kitchen table conversations methodology,"a kitchen table conversation is an informal meeting that is underpinned with an intuitive structure. it can take place in someone's home, a local cafe or in a business setting. ktcs are often used in conjunction with other methods as part of a wider community engagement process.",https://participedia.net/method/4467
4526,konveio,konveio is a subscription-based online software tool that allows members to collect and manage public comments.,https://participedia.net/method/4526
4534,participatory reflection and action,"participatory reflection and action is an approach working in partnership with poor communities, providing them with opportunities to apply their knowledge, experience and capabilities to analyse their own realities.",https://participedia.net/method/4534
4537,multi-criteria decision analysis,multi-criteria decision analysis is a systematic and rigorous method of analysing and ranking options. it involves considering various solutions to an issue/question/challenge against multiple criteria.,https://participedia.net/method/4537
4546,community health care,community healthcare is a method used in various locales in order to maintain the health of community members while preventing hospital overcrowding by supporting discharge and preventing admissions.,https://participedia.net/method/4546
4579,dotmocracy,"dotmocracy, also known as dot-voting or idea rating, is a selection technique used by those who take part in participatory processes to make decisions about implementation or action.",https://participedia.net/method/4579
4581,nominal group technique,nominal group technique is a facilitated technique for brainstorming in groups.,https://participedia.net/method/4581
4582,empathetic listening,"empathetic listening is a technique for listening actively so as to improve mutual trust and understanding, often used to create an environment for collaborative problem-solving and fruitful discussion.",https://participedia.net/method/4582
4588,six thinking hats®,the six thinking hats technique aims to enable participants to approach a discussion from various different points of view and ways of thinking.,https://participedia.net/method/4588
4590,station rounds,the station rounds technique can be used in different deliberative methods as a way of visualizing both the number of available options to address each issue and the level of consensus among people's preferences for each option.,https://participedia.net/method/4590
4591,strategic questioning,strategic questioning is a technique often employed in citizens' juries or when an initiative requires participants to formulate questions to pose to a panel of experts or witnesses. ,https://participedia.net/method/4591
4595,hackathon,"although typically defined as collaborative computer programming events, hackathons are events that involve participants engaging in intensive joint ideation to generate solutions to relevant social, governmental, or technological issues.",https://participedia.net/method/4595
4600,picketing,picketing is a form of protest where a group of people stand outside a building. it is most commonly employed during strikes where workers protest against working conditions and/or their employers. ,https://participedia.net/method/4600
4601,demonstration,"a demonstration is a collective expression of opposition to a regime, policy or any other state of perceived injustice. ",https://participedia.net/method/4601
4602,occupation,occupation is a tactic used by protesters or social movements whereby groups literally occupy a public space or building in protest of a situation and/or in a campaign for political or social change.,https://participedia.net/method/4602
4620,design jam,"a ""design jam"" -- also known as an ""idea jam"", a ""nerd jam"" or simply a ""jam"" -- is a collaborative brainstorming activity or event, geared towards generating solutions in a fun and creative environment. ",https://participedia.net/method/4620
4623,internet engineering task force requests for comments (rfcs),,https://participedia.net/method/4623
4632,consensus forum,"consensus forums are a popular method of deliberative democracy when complex, broad policy issues require a workable if not peaceable agreement among disparate groups. ",https://participedia.net/method/4632
4639,enquiry-by-design,an enquiry-by-design is an intensive workshop that takes places over several days to develop proposals for urban planning and design projects.,https://participedia.net/method/4639
4644,people's parley,"pioneered by the justice development and peace commission, the people’s parley is a planned meeting between citizens and elected officials as part of a larger, continuous process of monitoring the government spending and fulfillment of campaign promises.",https://participedia.net/method/4644
4646,the ethiopian qero management system,an “indigenous management system” (ims) – in reference to the ethiopian qero management system over the gaussa-menz – is a collaborative and participatory form of environmental sustainability and conservation practice led by local indigenous groups within a state.,https://participedia.net/method/4646
4648,pragmatic local intervention,"pragmatic local intervention (pli) is a method pioneered by the justice, development and peace comission (jdpc) in their efforts to strengthen grassroots participation and government effectiveness at the local level in nigeria. ",https://participedia.net/method/4648
4649,strategic global intervention,"sgi is used by the justice, development and peace commission to create a fertile environment for pragmatic local intervention and the people’s parley. sgi involves networking with development organizations and securing the resources and support needed for other interventions.",https://participedia.net/method/4649
4651,open standards for the practice of conservation,"the open standards for the practice of conservation (“open standards” or “os”, hereafter) is an adaptive planning framework utilised by local governments and ngos around the world to collaboratively and systematically conserve flora and fauna. ",https://participedia.net/method/4651
4652,focused conversation,focused conversation is a technique of deliberation meant to replicate the ‘natural’ thought process used to reflect on and address an issue. ,https://participedia.net/method/4652
4663,pechakucha,pechakucha is a dynamic presentation method developed by two tokyo-based architects as a way to maximize the exchange of ideas while keeping the audience’s attention. ,https://participedia.net/method/4663
4664,ben franklin circles,"founded on the idea of mutual improvement, the ben franklin circle (bfc) is a small group dialogue model designed to initiate community improvement through individual improvement. ",https://participedia.net/method/4664
4668,groots kenya local-to-local (l2l) dialogues,a locally designed strategy in kenya which involves grassroots women’s groups initiating and actively engaging in dialogue with their local administrative authorities in order to influence a range of policies and programmes of development in ways that address women’s priorities. ,https://participedia.net/method/4668
4683,q methodology,q methodology encompasses an entire philosophical approach to the study of intersubjectivity. it is an interactive and reflective process incorporating both quantitative and qualitative methods to provide a robust method of studying subjectivity.,https://participedia.net/method/4683
4700,thematic dialogue tables,"thematic dialogue tables involve small-group discussions around complex issues, and they are designed to make deliberation more manageable for participants.",https://participedia.net/method/4700
4733,crowdfunding,crowdfunding is the process of sourcing funds from a large number of people (a ‘crowd’). this method of funding has gained new popularity thanks to the increased use and dissemination of information and communication technologies (ict).,https://participedia.net/method/4733
4766,creative planning ,creative planning is a deliberative technique often embedded within a larger participatory planning process. it's goal is to relieve participants of practical or analytical constraints so that brainstorming and idea generation can flow organically.,https://participedia.net/method/4766
4777,focus group,"a focus group is organized to obtain participant opinions and feedback on a topic or question. the method has traditionally been used in market research, developing political strategies, as well as in policy-making and other public engagement initiatives.",https://participedia.net/method/4777
4784,brazil's national policy of social participation,"brazil's national system of social participation is organized, so, in a set of institutional measures and strengthening of the tools and existing participation mechanisms and their interface with the new forms and languages, especially virtual, in a flexible way.",https://participedia.net/method/4784
4791,"design for change - feel, imagine, do share (fids)","a design thinking process to empower young people in four steps, the design for change methodology (feel, imagine, do, and share) aims to guide its participants to fulfil their projects and develop skills, including creative thinking, empathy, and collaborative problem-solving.",https://participedia.net/method/4791
4795,open space technology,"open space technology (ost) is a broad and deliberately vague method of collaboration. open space events, while organized around a specific problem or theme, begin with no set agenda and are predicated on the principle of self-organization.",https://participedia.net/method/4795
4796,future workshop,"future workshops are small group deliberations which imagine future solutions to current problems. the process unfolds in three stages: critique (determination of the current problem), fantasize (solutions to the problem), and implementation.",https://participedia.net/method/4796
4825,idea boxes,idea boxes® is a technique developed to help visualize ideas and proposals in groups. it is a white box where each face can be used to express (with words or pictures or colors) the main features of the group's message. ,https://participedia.net/method/4825
4826,lego® serious play®,lego® serious play® is a facilitated workshop where participants build models and simulations using lego bricks in order to solve problems.,https://participedia.net/method/4826
4827,digital mosaic - modì,"digital mosaic - modì is an electronic brainstorming system, combined with facilitation techniques.",https://participedia.net/method/4827
4828,knowledge safari,"in a knowledge safari, participants are divided into heterogeneous groups. in the plenary, when the groups have explored all the stages, a spokesperson is identified who summarizes everything that was written in the stage in which they are.",https://participedia.net/method/4828
4831,"decide, announce, defend (dad)","decide, announce, defend (dad) is a top-down, minimally participatory method of public management. ",https://participedia.net/method/4831
4836,laboratorio,"in italian public administration, 'laboratorio' is a general term used to refer to a formal space or planned instance of multi-actor engagement and participation. ",https://participedia.net/method/4836
4848,public policy collage,public policy collage brings together participatory art and pop-up democracy methods to offer participants creative and spontaneous ways to engage with public policy issues. ,https://participedia.net/method/4848
4849,swot analysis,"swot analysis is a strategic planning tool which is often used by organizations and project managers in order to examine four key elements: strengths, weaknesses, opportunities and threats.",https://participedia.net/method/4849
4862,micro-utopias,"micro-utopias are temporary manifestations of an ideal civic culture where participants test an aspirational political concept, process or social interaction.",https://participedia.net/method/4862
4865,the gadaa system of the oromo people,"the gadaa system is an indigenous egalitarian democratic system practised among the oromo nation of east africa. the gadaa assembly takes place under a sycamore tree, symbolically representing its emphasis on dialogue and consensus.",https://participedia.net/method/4865
4883,voter information services,voter information services include any publicly available information regarding the general process of voting and/or the specifics of a particular election such as candidates and polling locations.,https://participedia.net/method/4883
4885,audience response systems (ars),audience response systems (ars) are a kind of information and communications technology used in deliberative contexts to gather participant feedback using wired or wireless digital devices.,https://participedia.net/method/4885
4897,maptionnaire,"maptionnaire community engagement platform is a map-based service for cities, consultancies, and research organizations enabling public engagement and insights for decision making. at its core are map-based tools for designing surveys, collecting data, and conveying information.",https://participedia.net/method/4897
4907,participatory rural appraisal,"participatory rural appraisal is a citizen-centred method of development, which aims to empower communities by engaging local residents in the processes of identifying issues, implementing solutions, and monitoring evaluation. ",https://participedia.net/method/4907
4908,community committees,community committees are representative bodies established as intermediaries between government and the residents of a particular area.,https://participedia.net/method/4908
4912,referendum,"referenda (syn. plebiscite, ballot measure) are perhaps the most common form of direct democracy used by representative democracies. unlike general elections, citizens are not voting on candidates but, rather, on a single political issue.",https://participedia.net/method/4912
4918,integrated water resources management,integrated water resources management (iwrm) is a form of ecosystem-based management which fosters participation and encourages respect for the diverse values and aspirations of communities.,https://participedia.net/method/4918
4933,restorative justice,"restorative justice encompasses the variety of methods which seek justice through cooperative, inclusive processes. justice sought in this manner attempts to re-balance and repair individual and community relationships. ",https://participedia.net/method/4933
4934,cooperative management,"the co-operative method of management is modelled after participatory democracy: depending on their size, co-operative members not only vote for their board members or representatives but directly participate in the management and decision-making process of the organization.",https://participedia.net/method/4934
4935,school councils,"school councils allow parents, staff, students, and community representatives to deliberate school-related issues in order to formulate recommendations for principals and school boards. ",https://participedia.net/method/4935
4938,barcamp,barcamps are participatory workshops where a pre-set topic or theme is discussed through an informal process.,https://participedia.net/method/4938
4939,social media,"in the context of public participation initiatives, social media is often used as a supplementary channel of engagement used to inform participants and schedule events. social media is also a powerful tool for use by both organized and decentralized participatory initiatives",https://participedia.net/method/4939
